"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","GRADRATEFIELD","HEALTH","PC","A","2013",15.79,
"FRA","GRADRATEFIELD","HEALTH","PC","A","2014",15.933,
"FRA","GRADRATEFIELD","HEALTH","PC","A","2015",15.807,
"FRA","GRADRATEFIELD","HEALTH","PC","A","2016",15.435,
"FRA","GRADRATEFIELD","HEALTH","PC","A","2017",14.259,
"FRA","GRADRATEFIELD","ARTS","PC","A","2005",11.095,
"FRA","GRADRATEFIELD","ARTS","PC","A","2010",9.788,
"FRA","GRADRATEFIELD","ARTS","PC","A","2011",9.556,
"FRA","GRADRATEFIELD","ARTS","PC","A","2012",9.378,
"FRA","GRADRATEFIELD","ARTS","PC","A","2013",9.491,
"FRA","GRADRATEFIELD","ARTS","PC","A","2014",9.447,
"FRA","GRADRATEFIELD","ARTS","PC","A","2015",9.239,
"FRA","GRADRATEFIELD","ARTS","PC","A","2016",9.36,
"FRA","GRADRATEFIELD","ARTS","PC","A","2017",9.393,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2005",32.629,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2010",35.02,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2011",33.716,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2012",33.486,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2013",34.728,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2014",33.963,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2015",33.842,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2016",33.266,
"FRA","GRADRATEFIELD","BUSINESS","PC","A","2017",34.65,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2005",15.21,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2010",15.739,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2011",16.192,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2012",16.271,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2013",16.083,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2014",16.482,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2015",14.844,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2016",14.901,
"FRA","GRADRATEFIELD","ENGINEERING","PC","A","2017",14.861,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2005",8.092,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2010",7.635,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2011",7.979,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2012",8.314,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2013",8.183,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2014",7.933,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2015",7.575,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2016",7.555,
"FRA","GRADRATEFIELD","SOC_SCI","PC","A","2017",6.854,
"DEU","GRADRATEFIELD","EDU","PC","A","2005",10.317,
"DEU","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","EDU","PC","A","2013",9.368,
"DEU","GRADRATEFIELD","EDU","PC","A","2014",9.671,
"DEU","GRADRATEFIELD","EDU","PC","A","2015",9.621,
"DEU","GRADRATEFIELD","EDU","PC","A","2016",9.915,
"DEU","GRADRATEFIELD","EDU","PC","A","2017",11.463,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2005",10.207,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","HEALTH","PC","A","2013",7.846,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2014",7.379,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2015",7.178,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2016",7.341,
"DEU","GRADRATEFIELD","HEALTH","PC","A","2017",7.254,
"DEU","GRADRATEFIELD","ARTS","PC","A","2005",13,
"DEU","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","ARTS","PC","A","2013",13.157,
"DEU","GRADRATEFIELD","ARTS","PC","A","2014",12.913,
"DEU","GRADRATEFIELD","ARTS","PC","A","2015",12.183,
"DEU","GRADRATEFIELD","ARTS","PC","A","2016",11.736,
"DEU","GRADRATEFIELD","ARTS","PC","A","2017",11.331,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2005",22.911,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2013",22.238,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2014",22.384,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2015",22.839,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2016",23.404,
"DEU","GRADRATEFIELD","BUSINESS","PC","A","2017",22.617,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2005",18.712,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2013",21.168,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2014",21.414,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2015",22.375,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2016",22.076,
"DEU","GRADRATEFIELD","ENGINEERING","PC","A","2017",21.672,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2005",5.527,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2013",6.792,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2014",6.929,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2015",6.874,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2016",7.082,
"DEU","GRADRATEFIELD","SOC_SCI","PC","A","2017",7.443,
"GRC","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","EDU","PC","A","2013",10.361,
"GRC","GRADRATEFIELD","EDU","PC","A","2014",7.128,
"GRC","GRADRATEFIELD","EDU","PC","A","2015",7.128,
"GRC","GRADRATEFIELD","EDU","PC","A","2016",7.4,
"GRC","GRADRATEFIELD","EDU","PC","A","2017",7.297,
"GRC","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","HEALTH","PC","A","2013",8.485,
"GRC","GRADRATEFIELD","HEALTH","PC","A","2014",11.843,
"GRC","GRADRATEFIELD","HEALTH","PC","A","2015",11.843,
"GRC","GRADRATEFIELD","HEALTH","PC","A","2016",12.182,
"GRC","GRADRATEFIELD","HEALTH","PC","A","2017",11.737,
"GRC","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","ARTS","PC","A","2013",11.607,
"GRC","GRADRATEFIELD","ARTS","PC","A","2014",13.802,
"GRC","GRADRATEFIELD","ARTS","PC","A","2015",13.802,
"GRC","GRADRATEFIELD","ARTS","PC","A","2016",12.949,
"GRC","GRADRATEFIELD","ARTS","PC","A","2017",12.163,
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2013",18.057,
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2014",20.308,
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2015",20.308,
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2016",21.226,
"GRC","GRADRATEFIELD","BUSINESS","PC","A","2017",20.251,
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2013",18.875,
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2014",18.109,
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2015",18.109,
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2016",16.565,
"GRC","GRADRATEFIELD","ENGINEERING","PC","A","2017",16.915,
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2013",12.942,
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2014",10.618,
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2015",10.618,
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2016",12.217,
"GRC","GRADRATEFIELD","SOC_SCI","PC","A","2017",13.415,
"HUN","GRADRATEFIELD","EDU","PC","A","2005",18.051,
"HUN","GRADRATEFIELD","EDU","PC","A","2010",11.153,
"HUN","GRADRATEFIELD","EDU","PC","A","2011",10.755,
"HUN","GRADRATEFIELD","EDU","PC","A","2012",11.249,
"HUN","GRADRATEFIELD","EDU","PC","A","2013",13.515,
"HUN","GRADRATEFIELD","EDU","PC","A","2014",13.544,
"HUN","GRADRATEFIELD","EDU","PC","A","2015",16.449,
"HUN","GRADRATEFIELD","EDU","PC","A","2016",16.859,
"HUN","GRADRATEFIELD","EDU","PC","A","2017",16.116,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2005",7.585,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2010",8.767,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2011",8.184,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2012",8.483,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2013",7.554,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2014",8.394,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2015",8.035,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2016",8.458,
"HUN","GRADRATEFIELD","HEALTH","PC","A","2017",7.914,
"HUN","GRADRATEFIELD","ARTS","PC","A","2005",7.197,
"HUN","GRADRATEFIELD","ARTS","PC","A","2010",12.938,
"HUN","GRADRATEFIELD","ARTS","PC","A","2011",12.862,
"HUN","GRADRATEFIELD","ARTS","PC","A","2012",11.121,
"HUN","GRADRATEFIELD","ARTS","PC","A","2013",8.99,
"HUN","GRADRATEFIELD","ARTS","PC","A","2014",9.271,
"HUN","GRADRATEFIELD","ARTS","PC","A","2015",9.638,
"HUN","GRADRATEFIELD","ARTS","PC","A","2016",9.83,
"HUN","GRADRATEFIELD","ARTS","PC","A","2017",8.866,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2005",35.334,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2010",30.061,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2011",30.641,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2012",31.027,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2013",32.968,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2014",29.091,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2015",25.266,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2016",23.715,
"HUN","GRADRATEFIELD","BUSINESS","PC","A","2017",24.651,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2005",7.791,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2010",10.862,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2011",11.342,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2012",12.156,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2013",12.252,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2014",13.934,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2015",15.777,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2016",14.465,
"HUN","GRADRATEFIELD","ENGINEERING","PC","A","2017",14.658,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2005",9,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2010",10.243,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2011",9.911,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2012",9.781,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2013",9.647,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2014",9.81,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2015",10.401,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2016",9.935,
"HUN","GRADRATEFIELD","SOC_SCI","PC","A","2017",10.211,
"ISL","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","EDU","PC","A","2013",14.471,
"ISL","GRADRATEFIELD","EDU","PC","A","2015",14.386,
"ISL","GRADRATEFIELD","EDU","PC","A","2016",13.826,
"ISL","GRADRATEFIELD","EDU","PC","A","2017",12.087,
"ISL","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","HEALTH","PC","A","2013",14.371,
"ISL","GRADRATEFIELD","HEALTH","PC","A","2015",14.159,
"ISL","GRADRATEFIELD","HEALTH","PC","A","2016",14.68,
"ISL","GRADRATEFIELD","HEALTH","PC","A","2017",16.503,
"ISL","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","ARTS","PC","A","2013",12.55,
"ISL","GRADRATEFIELD","ARTS","PC","A","2015",11.527,
"ISL","GRADRATEFIELD","ARTS","PC","A","2016",9.597,
"ISL","GRADRATEFIELD","ARTS","PC","A","2017",10.393,
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2013",23.578,
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2015",22.737,
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2016",22.458,
"ISL","GRADRATEFIELD","BUSINESS","PC","A","2017",21.766,
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2013",8.907,
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2015",9.326,
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2016",9.531,
"ISL","GRADRATEFIELD","ENGINEERING","PC","A","2017",8.921,
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2013",14.995,
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2015",15.68,
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2016",16.104,
"ISL","GRADRATEFIELD","SOC_SCI","PC","A","2017",15.856,
"IRL","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","EDU","PC","A","2013",8.876,
"IRL","GRADRATEFIELD","EDU","PC","A","2014",7.305,
"IRL","GRADRATEFIELD","EDU","PC","A","2015",7.925,
"IRL","GRADRATEFIELD","EDU","PC","A","2016",5.684,
"IRL","GRADRATEFIELD","EDU","PC","A","2017",9.463,
"IRL","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","HEALTH","PC","A","2013",15.713,
"IRL","GRADRATEFIELD","HEALTH","PC","A","2014",16.718,
"IRL","GRADRATEFIELD","HEALTH","PC","A","2015",16.522,
"IRL","GRADRATEFIELD","HEALTH","PC","A","2016",17.105,
"IRL","GRADRATEFIELD","HEALTH","PC","A","2017",16.828,
"IRL","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","ARTS","PC","A","2013",13.222,
"IRL","GRADRATEFIELD","ARTS","PC","A","2014",12.752,
"IRL","GRADRATEFIELD","ARTS","PC","A","2015",13.295,
"IRL","GRADRATEFIELD","ARTS","PC","A","2016",13.776,
"IRL","GRADRATEFIELD","ARTS","PC","A","2017",12.067,
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2013",24.089,
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2014",25.289,
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2015",24.002,
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2016",24.975,
"IRL","GRADRATEFIELD","BUSINESS","PC","A","2017",24.854,
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2013",12.348,
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2014",11.371,
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2015",10.219,
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2016",10.278,
"IRL","GRADRATEFIELD","ENGINEERING","PC","A","2017",9.254,
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2013",7.086,
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2014",6.913,
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2015",6.839,
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2016",6.288,
"IRL","GRADRATEFIELD","SOC_SCI","PC","A","2017",6,
"ITA","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","EDU","PC","A","2016",3.641,
"ITA","GRADRATEFIELD","EDU","PC","A","2017",4.463,
"ITA","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","HEALTH","PC","A","2016",15.161,
"ITA","GRADRATEFIELD","HEALTH","PC","A","2017",14.651,
"ITA","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","ARTS","PC","A","2016",17.696,
"ITA","GRADRATEFIELD","ARTS","PC","A","2017",17.915,
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2016",21.349,
"ITA","GRADRATEFIELD","BUSINESS","PC","A","2017",21.142,
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2016",16.397,
"ITA","GRADRATEFIELD","ENGINEERING","PC","A","2017",16.553,
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2014",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2015",,"M"
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2016",13.715,
"ITA","GRADRATEFIELD","SOC_SCI","PC","A","2017",13.289,
"JPN","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","EDU","PC","A","2013",11.933,
"JPN","GRADRATEFIELD","EDU","PC","A","2014",0,
"JPN","GRADRATEFIELD","EDU","PC","A","2015",9.416,
"JPN","GRADRATEFIELD","EDU","PC","A","2016",9.62,
"JPN","GRADRATEFIELD","EDU","PC","A","2017",9.036,
"JPN","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","HEALTH","PC","A","2013",21.509,
"JPN","GRADRATEFIELD","HEALTH","PC","A","2014",0,
"JPN","GRADRATEFIELD","HEALTH","PC","A","2015",15.373,
"JPN","GRADRATEFIELD","HEALTH","PC","A","2016",15.681,
"JPN","GRADRATEFIELD","HEALTH","PC","A","2017",15.74,
"JPN","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","ARTS","PC","A","2013",22.642,
"JPN","GRADRATEFIELD","ARTS","PC","A","2014",0,
"JPN","GRADRATEFIELD","ARTS","PC","A","2015",15.135,
"JPN","GRADRATEFIELD","ARTS","PC","A","2016",15.005,
"JPN","GRADRATEFIELD","ARTS","PC","A","2017",15.111,
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2014",0,
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2015",19.875,
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2016",19.748,
"JPN","GRADRATEFIELD","BUSINESS","PC","A","2017",20.018,
