"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2013",26.506,
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2014",0,
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2015",17.679,
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2016",17.775,
"JPN","GRADRATEFIELD","ENGINEERING","PC","A","2017",18.251,
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2014",0,
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2015",8.417,
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2016",8.18,
"JPN","GRADRATEFIELD","SOC_SCI","PC","A","2017",7.193,
"KOR","GRADRATEFIELD","EDU","PC","A","2005",7.955,
"KOR","GRADRATEFIELD","EDU","PC","A","2010",8.465,
"KOR","GRADRATEFIELD","EDU","PC","A","2011",8.039,
"KOR","GRADRATEFIELD","EDU","PC","A","2012",7.623,
"KOR","GRADRATEFIELD","EDU","PC","A","2013",7.665,
"KOR","GRADRATEFIELD","EDU","PC","A","2014",7.478,
"KOR","GRADRATEFIELD","EDU","PC","A","2015",7.239,
"KOR","GRADRATEFIELD","EDU","PC","A","2016",7.156,
"KOR","GRADRATEFIELD","EDU","PC","A","2017",7.238,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2005",10.397,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2010",14.708,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2011",14.156,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2012",14.418,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2013",14.48,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2014",14.781,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2015",14.402,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2016",14.488,
"KOR","GRADRATEFIELD","HEALTH","PC","A","2017",15.497,
"KOR","GRADRATEFIELD","ARTS","PC","A","2005",18.222,
"KOR","GRADRATEFIELD","ARTS","PC","A","2010",17.293,
"KOR","GRADRATEFIELD","ARTS","PC","A","2011",16.984,
"KOR","GRADRATEFIELD","ARTS","PC","A","2012",16.937,
"KOR","GRADRATEFIELD","ARTS","PC","A","2013",16.96,
"KOR","GRADRATEFIELD","ARTS","PC","A","2014",16.959,
"KOR","GRADRATEFIELD","ARTS","PC","A","2015",17.213,
"KOR","GRADRATEFIELD","ARTS","PC","A","2016",16.904,
"KOR","GRADRATEFIELD","ARTS","PC","A","2017",15.977,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2005",14.761,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2010",15.509,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2011",15.529,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2012",16.064,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2013",15.984,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2014",15.845,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2015",15.797,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2016",15.611,
"KOR","GRADRATEFIELD","BUSINESS","PC","A","2017",15.077,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2005",27.477,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2010",21.263,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2011",22.299,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2012",21.907,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2013",21.866,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2014",21.838,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2015",22.014,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2016",22.239,
"KOR","GRADRATEFIELD","ENGINEERING","PC","A","2017",20.324,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2005",4.47,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2010",4.94,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2011",5.074,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2012",5.182,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2013",5.217,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2014",5.219,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2015",5.409,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2016",5.652,
"KOR","GRADRATEFIELD","SOC_SCI","PC","A","2017",5.566,
"LUX","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","EDU","PC","A","2013",23.582,
"LUX","GRADRATEFIELD","EDU","PC","A","2014",25.948,
"LUX","GRADRATEFIELD","EDU","PC","A","2015",20.649,
"LUX","GRADRATEFIELD","EDU","PC","A","2016",8.799,
"LUX","GRADRATEFIELD","EDU","PC","A","2017",7.494,
"LUX","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","HEALTH","PC","A","2013",4.079,
"LUX","GRADRATEFIELD","HEALTH","PC","A","2014",6.121,
"LUX","GRADRATEFIELD","HEALTH","PC","A","2015",7.174,
"LUX","GRADRATEFIELD","HEALTH","PC","A","2016",6.421,
"LUX","GRADRATEFIELD","HEALTH","PC","A","2017",7.323,
"LUX","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","ARTS","PC","A","2013",8.158,
"LUX","GRADRATEFIELD","ARTS","PC","A","2014",7.801,
"LUX","GRADRATEFIELD","ARTS","PC","A","2015",8.484,
"LUX","GRADRATEFIELD","ARTS","PC","A","2016",11.415,
"LUX","GRADRATEFIELD","ARTS","PC","A","2017",9.611,
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2013",40.153,
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2014",39.057,
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2015",38.677,
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2016",40.071,
"LUX","GRADRATEFIELD","BUSINESS","PC","A","2017",43.822,
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2013",6.373,
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2014",5.58,
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2015",5.303,
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2016",6.599,
"LUX","GRADRATEFIELD","ENGINEERING","PC","A","2017",7.666,
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2013",7.776,
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2014",7.151,
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2015",8.858,
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2016",11.593,
"LUX","GRADRATEFIELD","SOC_SCI","PC","A","2017",11.728,
"MEX","GRADRATEFIELD","EDU","PC","A","2005",13.063,
"MEX","GRADRATEFIELD","EDU","PC","A","2010",12.458,
"MEX","GRADRATEFIELD","EDU","PC","A","2011",12.79,
"MEX","GRADRATEFIELD","EDU","PC","A","2012",12.492,
"MEX","GRADRATEFIELD","EDU","PC","A","2013",12.436,
"MEX","GRADRATEFIELD","EDU","PC","A","2014",12.484,
"MEX","GRADRATEFIELD","EDU","PC","A","2015",11.892,
"MEX","GRADRATEFIELD","EDU","PC","A","2016",13.785,
"MEX","GRADRATEFIELD","EDU","PC","A","2017",13.066,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2005",8.198,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2010",8.896,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2011",8.338,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2012",9.023,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2013",9.055,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2014",8.901,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2015",9.826,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2016",9.686,
"MEX","GRADRATEFIELD","HEALTH","PC","A","2017",10.961,
"MEX","GRADRATEFIELD","ARTS","PC","A","2005",3.959,
"MEX","GRADRATEFIELD","ARTS","PC","A","2010",4.023,
"MEX","GRADRATEFIELD","ARTS","PC","A","2011",4.01,
"MEX","GRADRATEFIELD","ARTS","PC","A","2012",4.392,
"MEX","GRADRATEFIELD","ARTS","PC","A","2013",4.37,
"MEX","GRADRATEFIELD","ARTS","PC","A","2014",4.136,
"MEX","GRADRATEFIELD","ARTS","PC","A","2015",4.151,
"MEX","GRADRATEFIELD","ARTS","PC","A","2016",3.639,
"MEX","GRADRATEFIELD","ARTS","PC","A","2017",3.43,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2005",33.788,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2010",36.245,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2011",35.767,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2012",34.778,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2013",34.692,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2014",34.236,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2015",34.152,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2016",35.154,
"MEX","GRADRATEFIELD","BUSINESS","PC","A","2017",33.206,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2005",15.811,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2010",19.439,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2011",21.285,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2012",21.358,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2013",22.296,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2014",22.965,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2015",23.236,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2016",21.314,
"MEX","GRADRATEFIELD","ENGINEERING","PC","A","2017",17.452,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2005",9.316,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2010",10.734,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2011",10.078,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2012",9.994,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2013",9.351,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2014",9.225,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2015",9.092,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2016",9.222,
"MEX","GRADRATEFIELD","SOC_SCI","PC","A","2017",9.066,
"NLD","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","EDU","PC","A","2017",9.827,
"NLD","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","HEALTH","PC","A","2017",17.13,
"NLD","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","ARTS","PC","A","2017",8.754,
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","BUSINESS","PC","A","2017",27.49,
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","ENGINEERING","PC","A","2017",8.068,
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2014",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2015",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2016",,"M"
"NLD","GRADRATEFIELD","SOC_SCI","PC","A","2017",13.976,
"NZL","GRADRATEFIELD","EDU","PC","A","2005",12.977,
"NZL","GRADRATEFIELD","EDU","PC","A","2010",12.892,
"NZL","GRADRATEFIELD","EDU","PC","A","2011",13.256,
"NZL","GRADRATEFIELD","EDU","PC","A","2012",12.948,
"NZL","GRADRATEFIELD","EDU","PC","A","2013",12.238,
"NZL","GRADRATEFIELD","EDU","PC","A","2014",11.559,
"NZL","GRADRATEFIELD","EDU","PC","A","2015",10.192,
"NZL","GRADRATEFIELD","EDU","PC","A","2016",9.709,
"NZL","GRADRATEFIELD","EDU","PC","A","2017",10.317,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2005",13.283,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2010",14.58,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2011",14.303,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2012",14.655,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2013",14.839,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2014",14.689,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2015",15.267,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2016",15.475,
"NZL","GRADRATEFIELD","HEALTH","PC","A","2017",15.219,
"NZL","GRADRATEFIELD","ARTS","PC","A","2005",14.712,
"NZL","GRADRATEFIELD","ARTS","PC","A","2010",13.762,
"NZL","GRADRATEFIELD","ARTS","PC","A","2011",13.941,
"NZL","GRADRATEFIELD","ARTS","PC","A","2012",14.058,
"NZL","GRADRATEFIELD","ARTS","PC","A","2013",14.441,
"NZL","GRADRATEFIELD","ARTS","PC","A","2014",13.847,
"NZL","GRADRATEFIELD","ARTS","PC","A","2015",11.725,
"NZL","GRADRATEFIELD","ARTS","PC","A","2016",11.15,
"NZL","GRADRATEFIELD","ARTS","PC","A","2017",11.429,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2005",24.649,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2010",22.848,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2011",22.609,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2012",22.379,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2013",22.03,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2014",23.365,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2015",25.059,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2016",25.834,
"NZL","GRADRATEFIELD","BUSINESS","PC","A","2017",24.668,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2005",5.495,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2010",7.045,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2011",6.828,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2012",7.112,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2013",7.255,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2014",7.804,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2015",7.977,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2016",7.945,
"NZL","GRADRATEFIELD","ENGINEERING","PC","A","2017",8.529,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2005",10.314,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2010",9.97,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2011",10.635,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2012",10.122,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2013",10.036,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2014",9.621,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2015",9.272,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2016",8.883,
"NZL","GRADRATEFIELD","SOC_SCI","PC","A","2017",8.603,
"NOR","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","EDU","PC","A","2013",16.322,
"NOR","GRADRATEFIELD","EDU","PC","A","2014",16.139,
"NOR","GRADRATEFIELD","EDU","PC","A","2015",16.459,
"NOR","GRADRATEFIELD","EDU","PC","A","2016",16.601,
"NOR","GRADRATEFIELD","EDU","PC","A","2017",15.805,
"NOR","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","HEALTH","PC","A","2013",20.59,
"NOR","GRADRATEFIELD","HEALTH","PC","A","2014",19.876,
"NOR","GRADRATEFIELD","HEALTH","PC","A","2015",20.24,
"NOR","GRADRATEFIELD","HEALTH","PC","A","2016",20.59,
"NOR","GRADRATEFIELD","HEALTH","PC","A","2017",19.29,
"NOR","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","ARTS","PC","A","2013",9.701,
"NOR","GRADRATEFIELD","ARTS","PC","A","2014",8.956,
"NOR","GRADRATEFIELD","ARTS","PC","A","2015",8.562,
"NOR","GRADRATEFIELD","ARTS","PC","A","2016",8.26,
"NOR","GRADRATEFIELD","ARTS","PC","A","2017",7.661,
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2013",14.205,
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2014",16.158,
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2015",15.797,
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2016",16.115,
"NOR","GRADRATEFIELD","BUSINESS","PC","A","2017",18.578,
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2013",13.219,
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2014",12.729,
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2015",12.91,
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2016",12.642,
"NOR","GRADRATEFIELD","ENGINEERING","PC","A","2017",13.584,
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2013",11.363,
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2014",11.196,
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2015",11.344,
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2016",11.23,
"NOR","GRADRATEFIELD","SOC_SCI","PC","A","2017",10.446,
"POL","GRADRATEFIELD","EDU","PC","A","2005",38.509,
"POL","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"POL","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"POL","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"POL","GRADRATEFIELD","EDU","PC","A","2013",,"M"
"POL","GRADRATEFIELD","EDU","PC","A","2014",,"M"
"POL","GRADRATEFIELD","EDU","PC","A","2015",13.521,
"POL","GRADRATEFIELD","EDU","PC","A","2016",13.587,
"POL","GRADRATEFIELD","EDU","PC","A","2017",13.343,
"POL","GRADRATEFIELD","HEALTH","PC","A","2005",14.808,
"POL","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"POL","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"POL","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"POL","GRADRATEFIELD","HEALTH","PC","A","2013",,"M"
"POL","GRADRATEFIELD","HEALTH","PC","A","2014",14.493,
"POL","GRADRATEFIELD","HEALTH","PC","A","2015",13.19,
"POL","GRADRATEFIELD","HEALTH","PC","A","2016",12.85,
"POL","GRADRATEFIELD","HEALTH","PC","A","2017",13.293,
"POL","GRADRATEFIELD","ARTS","PC","A","2005",15.65,
"POL","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"POL","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"POL","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"POL","GRADRATEFIELD","ARTS","PC","A","2013",,"M"
"POL","GRADRATEFIELD","ARTS","PC","A","2014",8.535,
"POL","GRADRATEFIELD","ARTS","PC","A","2015",7.408,
"POL","GRADRATEFIELD","ARTS","PC","A","2016",7.175,
"POL","GRADRATEFIELD","ARTS","PC","A","2017",6.918,
"POL","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"POL","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"POL","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"POL","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"POL","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"POL","GRADRATEFIELD","BUSINESS","PC","A","2014",31.133,
"POL","GRADRATEFIELD","BUSINESS","PC","A","2015",23.655,
"POL","GRADRATEFIELD","BUSINESS","PC","A","2016",24.297,
"POL","GRADRATEFIELD","BUSINESS","PC","A","2017",24.361,
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2005",20.236,
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2013",,"M"
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2014",16.136,
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2015",15.092,
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2016",15.623,
"POL","GRADRATEFIELD","ENGINEERING","PC","A","2017",15.825,
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2014",11.818,
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2015",10.6,
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2016",10.495,
